City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Olafsvik,IS,64.8945,-23.7142,40.68,70,41,10.47
Padang,ID,-0.9492,100.3543,84.42,62,98,4.9
Hilo,US,19.7297,-155.09,80.28,74,40,6.91
Mataura,NZ,-46.1927,168.8643,46.47,84,71,4.59
Palmer,US,42.1584,-72.3287,73.69,73,75,6.91
Port Elizabeth,ZA,-33.918,25.5701,66.09,81,0,4.61
Yuci,CN,37.6803,112.7319,83.95,20,0,6.71
Saint-Leu,RE,-21.15,55.2833,66.67,90,6,15.59
New Norfolk,AU,-42.7826,147.0587,50.58,66,9,1.63
Adrar,MR,20.5022,-10.0711,79.72,15,0,17.85
Aksarka,RU,66.5606,67.7975,51.35,68,100,22.95
Klaksvík,FO,62.2266,-6.589,47.32,89,96,13.62
Guerrero Negro,MX,27.9769,-114.0611,63.46,88,1,16.53
Mitú,CO,1.1983,-70.1733,70.9,99,94,1.1
Busselton,AU,-33.65,115.3333,54.09,83,56,13.98
Husavik,IS,66.0449,-17.3389,40.91,78,98,4.92
El Batey,DO,19.7667,-70.5167,80.58,89,40,0.0
Tilichiki,RU,60.4667,166.1,50.27,59,100,3.2
Longyearbyen,SJ,78.2186,15.6401,39.04,81,75,21.85
Hermanus,ZA,-34.4187,19.2345,63.84,45,53,7.52
Tasiilaq,GL,65.6145,-37.6368,37.56,69,29,4.63
Mahébourg,MU,-20.4081,57.7,71.89,68,40,12.66
George Town,MY,5.4112,100.3354,85.95,74,20,1.01
Nago,JP,26.5881,127.9761,88.23,89,100,3.04
Keetmanshoop,NA,-26.5833,18.1333,55.58,44,0,10.8
Zonguldak,TR,41.25,31.8333,60.33,93,11,2.13
Carnarvon,AU,-24.8667,113.6333,71.67,40,0,4.61
Kaeo,NZ,-35.1,173.7833,62.33,82,18,16.46
Kautokeino,NO,69.0125,23.0412,49.44,76,99,10.22
Alexandria,EG,31.2156,29.9553,66.16,94,0,2.3
Avarua,CK,-21.2078,-159.775,75.25,69,40,13.8
Kaitangata,NZ,-46.2817,169.8464,49.48,90,94,8.19
Kahului,US,20.8947,-156.47,80.62,72,20,17.27
Rincon,US,32.296,-81.2354,80.56,78,75,10.36
Pontian Kecil,MY,1.4801,103.3899,87.1,69,100,7.25
Jacareacanga,BR,-6.2222,-57.7528,75.92,80,70,1.74
Katsuura,JP,35.1333,140.3,82.11,77,91,12.17
Mar del Plata,AR,-38.0023,-57.5575,44.87,67,0,3.0
Ribeira Grande,PT,38.5167,-28.7,67.91,93,95,9.93
Hasaki,JP,35.7333,140.8333,80.89,90,100,17.29
Arraial do Cabo,BR,-22.9661,-42.0278,70.2,82,12,32.68
Bengkulu,ID,-3.8004,102.2655,83.68,63,90,4.81
Kavieng,PG,-2.5744,150.7967,81.99,73,80,3.44
Talcahuano,CL,-36.7167,-73.1167,42.48,93,0,6.91
Nakło nad Notecią,PL,53.1421,17.6018,73.35,86,62,6.78
São Filipe,CV,14.8961,-24.4956,72.12,82,7,6.15
Yuyao,CN,30.05,121.1494,71.37,96,100,6.06
Bethel,US,41.3712,-73.414,68.92,90,100,4.56
Torbay,CA,47.6666,-52.7314,56.17,75,1,14.97
Barcelos,PT,41.5388,-8.6151,57.34,95,100,11.41
Port Alfred,ZA,-33.5906,26.891,65.88,42,7,11.36
Bluff,NZ,-46.6,168.3333,46.8,83,31,13.09
Yellowknife,CA,62.456,-114.3525,55.92,44,40,11.5
Jamestown,US,42.097,-79.2353,64.71,94,75,1.99
Taiyuan,CN,37.8694,112.5603,84.06,20,0,6.71
Chapais,CA,49.7834,-74.8492,58.78,84,100,9.22
Upernavik,GL,72.7868,-56.1549,35.31,73,42,9.71
Tombouctou,ML,20.0,-3.0,86.94,36,6,7.52
Puerto Ayora,EC,-0.7393,-90.3518,73.54,89,90,8.01
Faanui,PF,-16.4833,-151.75,80.87,77,16,13.98
Khatanga,RU,71.9667,102.5,83.71,27,5,16.06
Adilabad,IN,19.6667,78.5333,86.77,54,10,16.24
Rūdbār,AF,30.15,62.6,91.0,9,0,9.19
Butaritari,KI,3.0707,172.7902,81.99,70,6,0.76
Braniewo,PL,54.3797,19.8196,68.49,86,17,10.04
Carutapera,BR,-1.195,-46.02,74.48,93,63,4.97
Chui,UY,-33.6971,-53.4616,54.84,96,99,7.76
Dikson,RU,73.5069,80.5464,32.86,80,63,8.08
Tuatapere,NZ,-46.1333,167.6833,46.81,83,11,0.92
Provideniya,RU,64.3833,-173.3,58.03,48,21,1.81
Andros Town,BS,24.7,-77.7667,84.16,82,33,13.29
Clyde River,CA,70.4692,-68.5914,34.03,93,90,3.44
Lebu,CL,-37.6167,-73.65,46.83,80,64,2.42
Agutaya,PH,11.148,120.9417,83.98,72,90,13.53
Marathon,US,44.9,-89.7668,64.15,82,40,3.44
Bismarck,US,46.8083,-100.7837,69.64,72,90,5.75
Port Augusta,AU,-32.5,137.7667,62.71,40,0,2.17
Lusambo,CD,-4.9667,23.45,65.39,57,6,2.77
Moerai,PF,-22.4333,-151.3333,74.93,86,100,16.08
Saint Paul Harbor,US,57.79,-152.4072,47.71,93,90,10.36
Mayo,US,38.8876,-76.5119,75.61,89,75,0.0
Kapaa,US,22.0752,-159.319,82.38,74,20,4.0
Along,IN,28.1667,94.7667,74.59,99,100,0.51
Marrakesh,MA,31.6315,-8.0083,60.87,72,0,3.44
Saldanha,ZA,-33.0117,17.9442,51.85,52,1,8.19
Balaka,MW,-14.9793,34.9558,55.69,97,48,6.15
Cherskiy,RU,68.75,161.3,54.16,64,100,14.32
Orlik,RU,52.5178,99.825,72.34,31,7,2.26
Punta Arenas,CL,-53.15,-70.9167,39.31,81,0,14.97
Bredasdorp,ZA,-34.5322,20.0403,49.32,76,33,2.3
Cam Ranh,VN,11.9214,109.1591,93.16,49,0,2.3
Chopinzinho,BR,-25.8558,-52.5233,50.95,99,100,3.8
Ginir,ET,7.1333,40.7,56.17,85,98,3.69
Kashgar,CN,39.4547,75.9797,79.81,17,0,13.42
Juneau,US,58.3019,-134.4197,71.6,68,40,8.05
Ulaanbaatar,MN,47.9077,106.8832,73.53,28,40,2.24
Ambovombe,MG,-25.1667,46.0833,66.18,80,100,19.69
Delmas 73,HT,18.5447,-72.3028,81.32,69,20,14.97
Wuning,CN,29.2589,120.2311,72.21,96,100,3.94
Mīzan Teferī,ET,6.9833,35.5833,60.04,99,100,1.52
Souillac,MU,-20.5167,57.5167,71.98,68,40,12.66
Sheridan,US,44.8333,-106.9173,78.98,32,20,12.66
College,US,64.8569,-147.8028,69.21,74,75,6.91
Maumere,ID,-8.6199,122.2111,84.38,63,13,2.84
Saskylakh,RU,71.9167,114.0833,86.88,20,18,15.88
Roald,NO,62.5833,6.1333,55.17,87,90,11.5
Isangel,VU,-19.55,169.2667,82.51,78,40,0.0
Modāsa,IN,23.4667,73.3,80.83,73,81,8.28
Lorengau,PG,-2.0226,147.2712,84.34,69,46,6.91
Nushki,PK,29.5542,66.0215,90.7,9,0,9.51
Podgornoye,RU,51.735,39.1496,62.82,77,0,0.0
Shimoda,JP,34.6667,138.95,81.16,86,100,8.77
Kununurra,AU,-15.7667,128.7333,76.98,20,7,10.36
Raub,MY,3.7899,101.857,80.38,78,100,1.81
Havøysund,NO,70.9963,24.6622,47.28,86,100,1.72
Padilla,CO,3.2204,-76.3139,72.97,93,78,3.71
San Vicente,AR,-26.6167,-54.1333,49.46,100,100,1.54
Kavaratti,IN,10.5669,72.642,83.01,75,100,21.07
Ahipara,NZ,-35.1667,173.1667,60.19,86,29,17.78
Vadinsk,RU,53.6916,43.0574,67.64,78,0,1.99
Ilulissat,GL,69.2167,-51.1,39.22,70,49,4.61
Jumla,NP,29.2747,82.1838,63.93,89,100,0.6
Tiznit Province,MA,29.5833,-9.5,56.89,88,13,3.89
Santa Rosa,PH,14.3122,121.1114,91.11,66,99,12.06
Polignano a Mare,IT,40.9959,17.2159,77.68,53,12,6.06
Bambous Virieux,MU,-20.3428,57.7575,71.85,68,40,12.66
Westport,US,41.1415,-73.3579,71.15,93,90,1.01
Port Macquarie,AU,-31.4333,152.9167,64.89,75,76,16.87
Terrace,CA,54.5163,-128.6035,73.31,46,20,11.5
Siparia,TT,10.1333,-61.5,80.08,93,10,11.39
Mataram,ID,-8.5833,116.1167,88.61,64,26,3.98
Barrow,US,71.2906,-156.7887,35.62,80,90,13.8
Budogoshch',RU,59.2816,32.4707,69.53,70,0,6.67
Savinka,RU,50.0785,47.0994,72.0,50,0,10.98
Lima,PE,-12.0432,-77.0282,63.14,45,90,6.91
Omboué,GA,-1.5746,9.2618,74.43,86,15,7.76
Tual,ID,-5.6667,132.75,80.02,81,70,15.1
Olinda,BR,-8.0089,-34.8553,69.53,88,90,5.75
Karratha,AU,-20.7377,116.8463,74.91,47,1,13.44
Hokitika,NZ,-42.7167,170.9667,53.04,67,44,9.46
Abay,KZ,49.6311,72.8539,55.78,36,72,13.18
Alice Springs,AU,-23.7,133.8833,60.35,44,13,9.22
Uvalde,US,29.3669,-99.767,83.19,34,1,6.91
Örnsköldsvik,SE,63.2909,18.7153,51.62,100,90,3.44
Inongo,CD,-1.95,18.2667,69.64,73,25,3.56
Paita,PE,-5.0892,-81.1144,67.69,84,14,13.06
Agua Dulce,MX,18.1333,-94.1333,79.41,90,97,4.52
Lavrentiya,RU,65.5833,-171.0,50.05,65,82,4.52
Cap Malheureux,MU,-19.9842,57.6142,72.09,73,44,1.99
Kharitonovo,RU,61.4009,47.4978,62.6,49,20,2.24
Acapulco de Juárez,MX,16.8634,-99.8901,78.48,83,100,3.36
Severo-Yeniseyskiy,RU,60.3725,93.0408,75.34,45,91,7.63
Leningradskiy,RU,69.3833,178.4167,46.92,75,66,5.01
Poum,NC,-20.2333,164.0167,73.8,69,49,13.69
Polunochnoye,RU,60.8697,60.4153,51.73,43,3,18.63
Sistranda,NO,63.7256,8.834,52.9,84,100,17.27
Ocean City,US,39.2776,-74.5746,75.22,82,100,5.99
Outram,MY,1.2829,103.8379,87.82,67,75,5.75
Potiskum,NG,11.7091,11.0694,81.72,59,97,9.44
Touros,BR,-5.1989,-35.4608,72.5,89,6,11.54
Beringovskiy,RU,63.05,179.3167,42.03,90,79,4.7
Safonovo,RU,55.15,33.2167,67.55,82,0,3.87
Aklavik,CA,68.2191,-135.0107,79.63,27,46,8.08
Ankazoabo,MG,-22.2833,44.5167,61.7,75,0,7.92
Chernyshevskiy,RU,63.0128,112.4714,80.28,36,38,6.44
Grindavik,IS,63.8424,-22.4338,42.75,81,40,13.8
Carman,CA,49.4992,-98.0016,66.63,63,100,2.3
Mossamedes,AO,-15.1961,12.1522,67.23,68,9,9.44
Soe,ID,-9.8607,124.284,75.6,62,52,9.33
Eston,CA,51.1501,-108.7514,60.93,67,74,9.53
Ostrovnoy,RU,68.0531,39.5131,53.55,69,100,3.33
Margate,GB,51.3813,1.3862,58.71,99,98,1.99
Ancud,CL,-41.8697,-73.8203,47.23,84,100,5.57
Tautira,PF,-17.7333,-149.15,82.0,82,94,15.86
Maragogi,BR,-9.0122,-35.2225,74.25,90,78,4.97
Kano,NG,12.0001,8.5167,75.09,88,20,8.05
Kousséri,CM,12.0769,15.0306,82.36,74,20,5.75
Bandarbeyla,SO,9.4942,50.8122,81.12,62,64,28.5
Sovetskiy,RU,61.3614,63.5842,47.05,57,100,20.13
Hong Kong,HK,22.2855,114.1577,91.45,78,97,1.99
Geraldton,AU,-28.7667,114.6,66.61,52,90,11.5
Shushenskoye,RU,53.325,91.9356,69.48,67,84,5.01
Dodge City,US,37.7528,-100.0171,89.85,33,1,16.11
Kalga,RU,50.9251,118.898,60.17,86,100,9.89
Tuktoyaktuk,CA,69.4541,-133.0374,68.0,40,20,10.36
Dzilam González,MX,21.2833,-88.9333,78.78,83,100,8.08
Knysna,ZA,-34.0363,23.0471,71.98,39,35,7.58
Alcains,PT,39.9164,-7.4566,55.35,81,92,6.89
Kurumkan,RU,54.3,110.3,68.31,57,81,4.16
Karabulak,RU,43.3036,44.8964,63.59,66,2,3.69
Kota Bharu,MY,6.1333,102.2386,85.98,66,20,3.0
Kamnik,SI,46.2259,14.6121,68.94,90,0,2.3
Vilyuysk,RU,63.7553,121.6247,88.36,32,12,3.74
Atambua,ID,-9.1061,124.8925,82.26,59,23,3.62
Payson,US,40.0444,-111.7321,83.37,31,1,4.61
Calatayud,ES,41.3535,-1.6432,68.58,62,11,5.32
Muscat,OM,23.6139,58.5922,89.62,61,21,4.38
Alta Floresta,BR,-9.8756,-56.0861,77.86,56,96,1.77
Renukoot,IN,24.2,83.0333,81.79,69,91,10.89
Russell,US,32.3502,-85.1999,76.28,90,75,11.5
Walvis Bay,NA,-22.9575,14.5053,65.35,39,1,3.44
Yumen,CN,40.2833,97.2,80.67,18,88,12.55
Kawhia,NZ,-38.0651,174.8183,59.38,87,69,9.53
Sitka,US,57.0531,-135.33,66.09,52,20,5.75
Bhatkal,IN,13.9667,74.5667,80.15,84,100,11.52
Tawang Town,IN,27.5833,91.8667,62.24,82,95,5.88
Lingao,CN,19.9103,109.6859,95.49,48,47,16.84
Henties Bay,NA,-22.116,14.2845,65.37,55,1,4.83
Porto Walter,BR,-8.2686,-72.7439,71.02,90,70,1.52
Richards Bay,ZA,-28.783,32.0377,58.77,83,0,7.54
Siuna,NI,13.7332,-84.7773,73.58,95,29,2.06
Pimentel,PE,-6.8367,-79.9342,66.0,83,33,3.0
Doha,QA,25.2867,51.5333,91.38,48,0,8.05
Kiunga,PG,-6.1219,141.2906,85.08,62,50,4.03
Cockburn Town,TC,21.4612,-71.1419,80.58,84,100,21.97
Tevaitoa,PF,-16.7833,-151.5,80.38,79,34,14.58
Pangody,RU,65.85,74.4859,53.73,45,100,12.17
Port Blair,IN,11.6667,92.75,87.84,79,40,11.5
Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,45.1,87,0,3.94
Bauchi,NG,10.5,10.0,75.07,76,96,3.33
Ust-Kuyga,RU,70.0167,135.6,85.95,20,88,1.3
Banjarmasin,ID,-3.3244,114.591,80.74,85,94,3.18
Saint George,US,37.1041,-113.5841,102.79,11,1,1.01
Mackay,AU,-21.15,149.2,74.68,48,28,9.22
Coquimbo,CL,-29.9533,-71.3436,55.13,82,90,3.44
The Pas,CA,53.8251,-101.2541,55.42,88,75,5.75
Necochea,AR,-38.5473,-58.7368,43.29,78,93,8.01
Sabzawār,IR,36.2126,57.6819,78.08,24,0,6.91
Harper,LR,4.375,-7.7169,77.38,86,100,8.63
Mahajanga,MG,-15.7167,46.3167,64.42,63,20,4.61
Hithadhoo,MV,-0.6,73.0833,83.68,69,75,12.8
Severo-Kuril'sk,RU,50.6789,156.125,43.88,89,100,3.96
Esperance,AU,-33.8667,121.9,60.64,44,53,17.07
Toora-Khem,RU,52.4675,96.11,79.2,33,81,2.95
Gwadar,PK,25.1216,62.3254,83.86,71,6,4.07
Christchurch,NZ,-43.5333,172.6333,48.99,97,75,1.99
Truro,GB,50.2653,-5.0544,57.96,94,75,16.11
Morón,AR,-34.6534,-58.6198,46.98,98,0,1.63
Norman Wells,CA,65.282,-126.8329,66.24,34,40,16.11
Ouésso,CG,1.6136,16.0517,69.85,92,22,0.58
Głogów,PL,51.6636,16.0845,72.68,80,99,5.5
Broome,US,42.2506,-75.833,62.98,95,90,9.22
Merauke,ID,-8.4667,140.3333,83.57,68,42,19.44
Estevan,CA,49.1334,-102.9842,57.54,94,90,11.5
Alvinópolis,BR,-20.1067,-43.0489,55.83,96,0,3.53
Laguna,US,38.421,-121.4238,97.32,34,1,4.0
Conway,US,35.0887,-92.4421,79.02,76,0,6.91
Phalaborwa,ZA,-23.943,31.1411,56.48,93,21,4.72
Cabo San Lucas,MX,22.8909,-109.9124,91.81,77,4,16.37
Ponta do Sol,PT,32.6667,-17.1,66.83,77,16,5.82
Nouadhibou,MR,20.931,-17.0347,66.18,77,0,21.85
Karasjok,NO,69.4719,25.5112,48.31,70,100,14.61
Port-Gentil,GA,-0.7193,8.7815,77.58,80,91,14.85
Los Pozos,VE,8.4518,-62.7268,78.04,94,35,6.96
Sakakah,SA,29.9697,40.2064,74.77,19,0,5.1
Vila Franca do Campo,PT,37.7167,-25.4333,68.41,91,82,10.4
Ghanaur,IN,30.3322,76.6072,88.77,45,70,3.06
Lata,PT,40.1629,-8.3327,57.92,93,97,6.51
Puerto Maldonado,PE,-12.6,-69.1833,67.46,91,4,2.48
Skegness,GB,53.1436,0.3363,54.34,93,100,10.18
Vila Velha,BR,-20.3297,-40.2925,66.15,94,75,2.3
Fukuechō,JP,32.6881,128.8419,80.96,47,0,6.91
Fraga,ES,41.5229,0.3489,69.31,79,100,0.76
Anadyr,RU,64.75,177.4833,48.7,70,20,11.01
Kiryat Gat,IL,31.61,34.7642,68.68,70,0,2.8
Marabu,MY,4.4148,114.0089,86.14,66,40,8.05
Paphos,CY,34.7667,32.4167,70.23,68,20,8.05
Puerto Nariño,CO,-3.7703,-70.3831,73.35,100,98,2.42
Arlit,NE,18.7369,7.3853,87.73,11,9,7.43
Yangi Marg`ilon,UZ,40.4272,71.7189,80.02,25,3,4.61
Onalaska,US,43.8844,-91.2351,65.05,91,92,1.92
San Cristobal,VE,7.7669,-72.225,65.19,97,58,3.13
Ponta Delgada,PT,37.7333,-25.6667,68.72,83,75,4.61
Atar,MR,20.5169,-13.0499,78.73,18,0,11.23
Pascagoula,US,30.3658,-88.5561,80.64,87,1,3.44
Nanortalik,GL,60.1432,-45.2371,41.67,81,100,8.28
Whitehorse,CA,60.7161,-135.0538,74.17,23,75,17.0
Hrubieszów,PL,50.805,23.8925,63.03,92,24,5.32
Solnechnyy,RU,50.7214,136.6319,71.85,29,94,7.81
Lookan,PH,5.037,120.1027,82.9,74,100,3.0
Takhtamygda,RU,54.1,123.5667,74.17,45,94,4.5
Cayenne,GF,4.9333,-52.3333,81.09,81,20,1.99
Bocas del Toro,PA,9.3333,-82.25,81.07,78,100,4.41
Saint Anthony,US,45.0205,-93.218,71.2,60,1,0.0
Santa Marinella,IT,42.0345,11.8536,73.42,55,16,4.03
Plettenberg Bay,ZA,-34.0527,23.3716,64.31,42,20,7.76
Harrison,US,30.4091,-89.0436,82.47,84,1,4.61
Provost,CA,52.3501,-110.2683,63.05,81,53,7.52
Pontianak,ID,-0.0333,109.3333,82.38,78,40,6.91
Lac du Bonnet,CA,50.2536,-96.0612,58.75,93,100,4.38
Chilca,PE,-12.5211,-76.7372,65.61,87,99,8.75
Iwanai,JP,42.9744,140.5089,70.72,64,83,2.24
Maceió,BR,-9.6658,-35.7353,72.84,94,90,5.75
San Buenaventura,MX,27.0833,-101.5333,88.75,39,100,5.75
Ayan,RU,56.45,138.1667,56.46,58,9,10.89
Beloha,MG,-25.1667,45.05,65.48,77,99,15.61
Sampit,ID,-2.5333,112.95,81.1,84,87,1.92
Iqaluit,CA,63.7506,-68.5145,35.33,80,40,1.99
Sirte,LY,31.2089,16.5887,72.39,64,0,6.4
Kundiawa,PG,-6.0167,144.9667,70.68,83,83,1.57
Nishihara,JP,26.1842,127.7558,87.46,86,75,14.97
Grand Gaube,MU,-20.0064,57.6608,72.0,73,53,1.01
Oksovskiy,RU,62.6062,39.8984,62.47,69,92,4.68
Shrewsbury,GB,52.7101,-2.7521,54.88,97,75,8.05
Makarov,RU,48.6333,142.8,57.49,57,91,5.66
Abu Samrah,SY,35.3029,37.1841,66.72,69,0,11.27
Marzuq,YE,14.4,46.4667,79.79,39,90,3.69
Andenes,NO,69.3143,16.1194,48.18,87,90,6.91
Kapuskasing,CA,49.4169,-82.4331,59.09,82,75,2.3
Manakara,MG,-22.1333,48.0167,66.79,87,91,3.71
Xichang,CN,27.8964,102.2634,73.65,76,95,3.31
Hamilton,US,39.1834,-84.5333,76.05,90,75,0.0
Coahuayana Viejo,MX,18.7333,-103.6833,76.48,90,100,2.39
Paamiut,GL,61.994,-49.6678,40.8,95,100,5.32
Manavgat,TR,36.7867,31.4431,79.5,69,0,5.73
Martapura,ID,-3.4167,114.85,80.69,83,40,9.22
Pacific Grove,US,36.6177,-121.9166,69.82,88,90,5.01
Half Moon Bay,US,37.4636,-122.4286,80.11,76,90,3.0
Kyra,RU,49.5776,111.9753,63.41,53,98,7.16
La Ronge,CA,55.1001,-105.2842,57.45,72,20,5.75
Marietta,US,33.9526,-84.5499,70.3,96,90,12.66
Kinston,US,35.2627,-77.5816,80.94,73,1,4.61
Hervey Bay,AU,-25.2986,152.8535,70.02,55,2,5.99
Guangyuan,CN,32.442,105.823,74.21,73,100,1.5
Alugan,PH,12.2188,125.4808,86.32,67,100,9.22
The Valley,AI,18.217,-63.0578,81.1,83,7,21.45
Palana,RU,59.1167,159.9667,48.02,64,96,12.48
Haines Junction,CA,60.7522,-137.5108,69.75,24,53,6.91
Darhan,MN,49.4867,105.9228,76.96,29,12,3.8
Leshukonskoye,RU,64.8989,45.7622,54.73,51,70,0.54
Malé,MV,4.1748,73.5089,85.95,74,20,13.8
Avdon,RU,54.6667,55.7167,70.92,64,0,13.42
Vitim,RU,59.4511,112.5578,81.0,33,55,5.66
Tessalit,ML,20.1986,1.0114,87.78,8,0,9.46
Amarante do Maranhão,BR,-5.5667,-46.7422,70.7,85,34,1.77
Valença do Piauí,BR,-6.4075,-41.7456,72.46,53,24,5.77
Nirsā,IN,23.7833,86.7167,80.62,63,51,7.72
Tiksi,RU,71.6872,128.8694,57.54,57,41,4.85
Joshīmath,IN,30.5667,79.5667,72.36,81,92,4.14
Vestmannaeyjar,IS,63.4427,-20.2734,43.11,77,8,21.9
Sur,OM,22.5667,59.5289,92.14,44,100,1.63
Saint-Augustin,CA,51.226,-58.6502,50.86,86,100,5.03
Motygino,RU,58.1831,94.7592,78.55,39,26,4.76
Oriximiná,BR,-1.7656,-55.8661,74.28,88,13,4.38
North Platte,US,41.1239,-100.7654,72.37,62,75,3.0
Soto la Marina,MX,23.7667,-98.2167,80.78,83,100,4.65
Sacramento,US,38.4666,-121.3177,98.19,33,1,1.99
Cervo,ES,43.6702,-7.4101,57.2,85,96,11.54
Belozërskoye,RU,55.8214,65.5842,62.19,89,96,14.18
Goshogawara,JP,40.8044,140.4414,74.25,71,63,7.49
Belmonte,BR,-15.8631,-38.8828,68.5,83,95,10.36
Prince Albert,CA,53.2001,-105.7677,60.75,59,40,5.75
Stavyshche,UA,50.4,29.5333,71.02,94,99,9.35
Danjiangkou,CN,32.5428,111.5086,71.78,64,100,4.18
Ambon City,ID,-3.6954,128.1814,80.74,83,40,6.91
Kruisfontein,ZA,-34.0033,24.7314,63.88,33,16,10.71
Tarakan,ID,3.3,117.6333,83.7,79,40,4.61
Sakaiminato,JP,35.55,133.2333,78.78,57,75,3.44
Vestmanna,FO,62.1564,-7.1664,45.52,87,90,9.22
Ovruch,UA,51.3246,28.8035,66.54,95,76,6.87
Natal,BR,-5.795,-35.2094,72.25,88,0,4.61
Awjilah,LY,29.1081,21.2869,70.88,51,0,8.14
Black River,JM,18.0264,-77.8487,82.4,76,57,4.52
Brae,GB,60.3964,-1.353,48.11,77,98,7.05
Sumenep,ID,-7.0167,113.8667,85.24,67,69,8.05
Vao,NC,-22.6667,167.4833,72.75,72,88,22.35
Ola,RU,59.5833,151.2833,55.45,64,93,8.12
Lompoc,US,34.6391,-120.4579,67.78,93,1,5.75
Sarishābāri,BD,24.7333,89.8333,81.41,81,99,8.68
Bafra,TR,41.5678,35.9069,68.83,66,0,2.51
Kulhudhuffushi,MV,6.6221,73.07,82.62,74,87,15.03
Puerto Lempira,HN,15.2667,-83.7667,79.09,90,7,7.52
Kamenka,RU,51.3223,42.7678,64.98,71,0,8.08
Kodīnar,IN,20.7903,70.7031,85.71,67,93,18.34
Hofn,IS,64.2539,-15.2082,44.22,83,100,2.57
Myingyan,MM,21.4667,95.3833,90.21,50,52,14.9
Polistena,IT,38.406,16.08,74.52,42,53,2.71
Måløy,NO,61.9353,5.1136,54.07,80,89,14.16
Rocha,UY,-34.4833,-54.3333,51.35,98,100,5.88
Hobyo,SO,5.3505,48.5268,77.9,73,6,22.88
Verāval,IN,20.9,70.3667,85.62,69,85,17.98
Caravelas,BR,-17.7125,-39.2481,72.12,70,100,7.43
Mishkino,RU,55.3389,63.9175,67.96,76,85,20.11
Lüderitz,NA,-26.6481,15.1594,70.84,32,4,12.91
Mt. Pleasant,US,32.7941,-79.8626,80.01,91,20,1.99
Imuris,MX,30.7833,-110.8667,88.2,26,23,8.3
Jalu,LY,29.0331,21.5482,71.69,50,0,7.2
Yaan,NG,7.3833,8.5667,73.17,96,100,5.28
Chupaca,PE,-12.0667,-75.2833,47.73,80,48,2.64
Binghamton,US,42.0987,-75.918,63.28,94,90,9.22
Marsh Harbour,BS,26.5412,-77.0636,80.89,84,41,13.13
Sobolevo,RU,54.4299,31.8996,67.95,89,0,5.1
Puerto Carreño,CO,6.189,-67.4859,75.61,91,94,5.06
Wilmington,US,34.2257,-77.9447,79.92,71,100,4.0
Vardø,NO,70.3705,31.1107,44.76,83,95,3.94
Te Anau,NZ,-45.4167,167.7167,44.02,77,10,3.98
Icod de los Vinos,ES,28.3724,-16.7119,64.96,71,19,9.89
Amga,RU,60.8953,131.9608,86.36,32,73,2.39
Northam,GB,51.0333,-4.2167,57.65,96,98,9.8
Kinablangan,PH,7.6947,126.5503,85.05,68,100,4.99
Balabac,PH,7.9868,117.0645,83.98,75,98,13.53
Ellensburg,US,46.9965,-120.5479,78.93,50,1,10.0
Constitución,CL,-35.3333,-72.4167,50.25,74,96,3.62
Pemangkat,ID,1.1667,108.9667,85.28,66,66,4.34
Esmeraldas,BR,-19.7625,-44.3139,58.06,92,0,5.95
