City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Bluff,NZ,-46.6,168.3333,45.81,71,24,6.91
Vardø,NO,70.3705,31.1107,45.01,87,96,24.25
Mmathubudukwane,BW,-24.6,26.4333,51.51,51,0,1.74
George Town,MY,5.4112,100.3354,75.15,95,40,5.75
Dawlatabad,AF,36.4141,64.9053,73.27,20,0,3.06
Ostrovnoy,RU,68.0531,39.5131,61.61,84,68,8.72
Hermanus,ZA,-34.4187,19.2345,57.79,79,92,16.04
Moose Factory,CA,51.2585,-80.6094,53.6,82,75,6.91
Norman Wells,CA,65.282,-126.8329,62.64,45,75,20.71
Ginir,ET,7.1333,40.7,57.74,80,71,8.99
Ust-Nera,RU,64.5667,143.2,59.67,50,71,2.55
Dezhou,CN,37.4486,116.2925,76.84,46,64,7.83
Vila,PT,42.0304,-8.1588,49.33,80,80,6.93
Sioux Lookout,CA,50.1001,-91.917,62.67,51,75,10.36
Ahipara,NZ,-35.1667,173.1667,59.27,61,81,5.41
Turbat,PK,26.0023,63.044,82.6,73,0,4.76
Ghanzi,BW,-21.5667,21.7833,49.6,61,0,1.77
La Libertad,EC,-2.2333,-80.9,74.86,73,0,8.05
Atuona,PF,-9.8,-139.0333,78.08,79,66,7.31
Ribeira Grande,PT,38.5167,-28.7,67.28,70,99,1.72
Vila Franca do Campo,PT,37.7167,-25.4333,64.81,83,94,5.26
Sistranda,NO,63.7256,8.834,56.89,82,1,5.12
Lagoa,PT,39.05,-27.9833,65.16,75,93,3.06
Hopeman,GB,57.7068,-3.4291,54.16,79,75,8.05
Whitianga,NZ,-36.8333,175.7,56.01,62,5,5.75
Chicama,PE,-7.8447,-79.1469,64.94,78,4,9.1
Pekan,MY,3.4836,103.3996,77.11,90,99,6.35
Talnakh,RU,69.4865,88.3972,44.28,74,84,14.34
Crib Point,AU,-38.35,145.2,59.79,74,100,12.97
Victor Harbor,AU,-35.5667,138.6167,55.47,83,100,1.01
Mar del Plata,AR,-38.0023,-57.5575,54.12,60,75,11.01
Padang,ID,-0.9492,100.3543,71.65,87,100,7.07
Hualmay,PE,-11.0964,-77.6139,65.98,80,23,11.32
Suifenhe,CN,44.4,131.1667,65.48,57,1,1.7
São José do Rio Preto,BR,-20.8197,-49.3794,73.67,53,0,10.36
Tiksi,RU,71.6872,128.8694,49.55,59,97,11.45
Camocim,BR,-2.9022,-40.8411,79.09,79,28,12.97
Opuwo,NA,-18.0607,13.84,58.23,36,2,7.78
Albany,US,42.6001,-73.9662,61.34,77,100,5.99
Shaunavon,CA,49.6501,-108.4181,87.58,23,43,12.88
Trairi,BR,-3.2778,-39.2689,78.46,74,36,10.27
Antofagasta,CL,-23.65,-70.4,60.08,81,100,3.0
Clyde River,CA,70.4692,-68.5914,34.03,100,75,12.66
Tabou,CI,4.423,-7.3528,76.14,89,100,7.9
Lüneburg,DE,53.25,10.4,55.22,86,8,4.07
Aksha,RU,50.2814,113.2867,64.44,74,62,0.51
Camabatela,AO,-8.1881,15.375,59.18,69,61,1.39
Debre Tabor,ET,11.85,38.0167,55.45,73,48,1.48
Upata,VE,8.0086,-62.3989,71.19,98,100,3.65
Serebryanyy Bor,RU,56.8,124.8,67.82,75,73,2.89
Pakdasht,IR,35.4752,51.6807,80.6,13,0,7.23
Vung Tau,VN,10.346,107.0843,79.66,85,47,11.21
Den Helder,NL,52.9599,4.7593,56.95,69,90,8.01
Barrow,US,71.2906,-156.7887,44.62,65,1,5.75
Del Rio,US,29.3627,-100.8968,95.11,52,20,6.91
Narsaq,GL,60.9167,-46.05,55.62,85,26,4.54
Poum,NC,-20.2333,164.0167,71.55,65,0,19.3
Monrovia,LR,6.3005,-10.7969,76.77,82,100,8.97
Puerto Escondido,MX,15.85,-97.0667,84.6,73,87,5.08
Coos Bay,US,43.3665,-124.2179,90.01,82,90,9.22
Mildura,AU,-34.2,142.15,53.56,94,90,12.66
Luis Moya,MX,22.4324,-102.2486,80.98,24,59,16.11
Miracema do Tocantins,BR,-9.5618,-48.3967,80.83,39,6,4.72
Chokurdakh,RU,70.6333,147.9167,75.42,25,24,7.09
Salalah,OM,17.0151,54.0924,78.89,94,75,8.05
Castro,BR,-24.7911,-50.0119,53.51,95,36,3.67
Port Blair,IN,11.6667,92.75,82.31,78,100,16.42
Kahului,US,20.8947,-156.47,84.97,69,40,20.71
Bonthe,SL,7.5264,-12.505,78.39,82,100,6.4
Leningradskiy,RU,69.3833,178.4167,46.74,61,85,10.83
Severo-Kuril'sk,RU,50.6789,156.125,46.6,85,66,6.73
Sisimiut,GL,66.9395,-53.6735,47.93,56,2,2.62
Russell,US,32.3502,-85.1999,83.48,68,75,9.22
Anadyr,RU,64.75,177.4833,54.1,62,20,4.47
Tasiilaq,GL,65.6145,-37.6368,44.76,72,5,4.59
Quatre Cocos,MU,-20.2078,57.7625,77.11,69,66,16.6
Tselinnoye,RU,53.0833,85.6667,48.69,95,95,13.2
Tupik,RU,54.4253,119.9327,68.47,67,6,2.98
Orlik,RU,52.5178,99.825,55.33,79,28,2.06
Bredasdorp,ZA,-34.5322,20.0403,57.27,82,83,3.44
Bainbridge Island,US,47.6262,-122.5212,87.17,55,1,4.0
Charters Towers,AU,-20.1,146.2667,65.7,69,25,13.62
Atar,MR,20.5169,-13.0499,91.72,16,40,11.97
Sabang,ID,5.8933,95.3214,81.12,69,100,23.02
Benguela,AO,-12.5763,13.4055,70.11,88,70,5.82
Kalashnikovo,RU,57.2824,35.2262,67.33,84,30,4.38
North Bend,US,43.4065,-124.2243,70.25,82,90,9.22
Port Lincoln,AU,-34.7333,135.8667,51.6,81,33,20.02
Kaitangata,NZ,-46.2817,169.8464,43.81,80,28,1.79
São Gabriel da Cachoeira,BR,-0.1303,-67.0892,73.2,95,47,1.45
Airai,TL,-8.9266,125.4092,62.24,88,23,1.28
Laas,IT,46.6166,10.7002,68.88,85,41,3.85
Constantine,DZ,36.365,6.6147,69.21,49,20,13.8
Pokhara,NP,28.2333,83.9833,72.28,88,100,3.6
Qasigiannguit,GL,68.8193,-51.1922,48.45,50,20,1.34
Fort Nelson,CA,58.8053,-122.7002,63.99,52,75,12.66
Kirakira,SB,-10.4544,161.9205,79.86,85,100,10.13
Husavik,IS,66.0449,-17.3389,46.31,97,100,17.0
Qaanaaq,GL,77.484,-69.3632,42.3,56,82,7.87
Gardendale,US,33.6601,-86.8128,80.76,65,40,6.91
Belaya Gora,RU,68.5333,146.4167,71.89,33,3,4.43
Ponta Delgada,PT,37.7333,-25.6667,65.12,72,75,5.75
Kitimat,CA,54.0524,-128.6534,77.38,51,76,1.99
Murmino,RU,54.6036,40.0544,67.89,75,0,2.1
Faanui,PF,-16.4833,-151.75,79.97,74,26,6.26
George,ZA,-33.963,22.4617,49.55,87,0,6.91
Xining,CN,36.6167,101.7667,59.92,62,94,3.06
Fortuna,US,40.5982,-124.1573,77.18,67,20,4.0
Provideniya,RU,64.3833,-173.3,50.11,66,0,6.71
Savelugu,GH,9.6244,-0.8253,79.66,70,91,8.88
Great Falls,US,47.5002,-111.3008,89.92,23,1,8.01
Edd,ER,13.9297,41.6925,86.85,62,31,7.18
Beringovskiy,RU,63.05,179.3167,41.09,80,100,10.2
Pontes e Lacerda,BR,-15.2261,-59.3353,78.15,61,77,1.14
‘Āhuimanu,US,21.4447,-157.8378,87.51,55,20,12.66
Jiaojiang,CN,28.6803,121.4428,72.0,83,0,3.0
Tual,ID,-5.6667,132.75,80.78,79,84,6.91
Ilulissat,GL,69.2167,-51.1,48.22,49,0,3.44
Gravdal,NO,68.1214,13.5031,48.47,80,30,6.42
Bengkulu,ID,-3.8004,102.2655,74.39,89,43,6.62
Aubenas,FR,44.6201,4.3899,65.44,83,40,5.44
Yellowknife,CA,62.456,-114.3525,64.92,36,20,24.16
Druzhba,UA,52.0428,33.9453,68.23,93,54,7.23
Dingle,PH,10.9995,122.6711,78.1,79,100,3.06
Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,5.75
Nabire,ID,-3.3667,135.4833,77.95,84,73,2.01
Vaini,TO,-21.2,-175.2,77.16,83,75,5.75
General Cepeda,MX,25.3833,-101.45,74.61,46,100,16.78
Zharkovskiy,RU,55.849,32.2697,68.5,84,0,4.79
Sørland,NO,67.667,12.6934,49.24,78,48,7.18
Lukulu,ZM,-14.3707,23.242,52.84,49,32,4.54
Saint-Augustin,CA,51.226,-58.6502,57.67,98,100,8.34
Narrabri,AU,-30.3167,149.7833,55.53,71,98,0.0
Pangnirtung,CA,66.1451,-65.7125,56.59,34,99,15.99
Ziro,IN,27.6333,93.8333,57.96,98,100,0.58
Vestmannaeyjar,IS,63.4427,-20.2734,48.15,76,100,10.31
Turan,VN,16.0678,108.2208,85.98,66,20,3.44
Chabahar,IR,25.2919,60.643,82.69,80,0,5.06
Saskylakh,RU,71.9167,114.0833,52.16,64,75,13.06
Yulara,AU,-25.2406,130.9889,46.24,100,90,5.75
Tazovsky,RU,67.4667,78.7,37.36,94,100,15.35
Bathurst,AU,-33.4166,149.5806,50.85,86,100,2.8
Inhambane,MZ,-23.865,35.3833,66.9,85,3,4.9
Rawson,AR,-43.3002,-65.1023,50.9,80,100,15.01
Mariehamn,AX,60.0973,19.9348,55.26,94,90,5.75
Laguna,US,38.421,-121.4238,95.43,42,1,5.99
Quang Ngai,VN,15.1167,108.8,78.15,82,100,4.97
Marzuq,YE,14.4,46.4667,81.25,36,87,4.25
Varhaug,NO,58.6147,5.6457,51.35,90,11,15.17
Souillac,MU,-20.5167,57.5167,77.38,53,40,11.5
Farafangana,MG,-22.8167,47.8333,63.36,87,36,4.97
Valparaíso,CL,-33.0393,-71.6273,59.92,75,90,3.44
Kiruna,SE,67.8557,20.2251,41.92,75,4,0.0
Bulnes,CL,-36.7423,-72.2985,56.28,68,100,15.73
Sinnamary,GF,5.3833,-52.95,78.37,83,16,7.94
Kaabong,UG,3.4836,34.1492,62.46,77,33,15.26
Zhovkva,UA,50.0583,23.9726,67.21,88,34,5.1
Kenner,US,29.9941,-90.2417,87.8,74,75,3.0
Pudozh,RU,61.8099,36.5345,67.87,68,15,4.05
Yinchuan,CN,38.4681,106.2731,80.76,34,93,5.41
Necochea,AR,-38.5473,-58.7368,46.04,87,76,11.1
Ust'-Omchug,RU,61.15,149.6333,45.82,86,100,3.04
Aktobe,KZ,50.2797,57.2072,69.89,56,0,2.24
San Cristobal,VE,7.7669,-72.225,66.7,87,98,2.93
Ngunguru,NZ,-35.6167,174.5,59.16,59,3,12.88
Coyhaique,CL,-45.5752,-72.0662,31.95,93,0,0.0
Kuopio,FI,62.8924,27.677,67.95,83,0,1.14
São Filipe,CV,14.8961,-24.4956,73.38,82,60,3.58
Emerald,AU,-23.5333,148.1667,62.74,72,90,4.61
Vila Velha,BR,-20.3297,-40.2925,69.75,88,75,3.44
Gbarnga,LR,6.9956,-9.4722,69.8,97,93,0.6
Margate,GB,51.3813,1.3862,55.87,73,100,5.99
Gvarv,NO,59.3875,9.1737,57.02,84,17,3.24
Itoman,JP,26.1247,127.6694,75.22,88,75,9.22
Oistins,BB,13.0667,-59.5333,78.89,69,40,13.8
Benicarló,ES,40.4165,0.4271,69.24,56,32,7.83
Broome,US,42.2506,-75.833,61.02,65,75,1.01
Ilovlya,RU,49.3033,43.9796,74.5,33,55,12.97
Manono,CD,-7.3,27.4167,75.7,42,82,2.91
Yar-Sale,RU,66.8333,70.8333,44.98,62,99,16.71
Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,60.82,61,100,12.77
Kankakee,US,41.15,-87.8667,74.88,43,1,0.0
Atasū,KZ,48.6814,71.6433,52.09,64,84,6.26
Geraldton,AU,-28.7667,114.6,45.01,100,40,6.91
Neenah,US,44.1858,-88.4626,71.85,39,75,4.61
Neuquén,AR,-38.9516,-68.0591,48.09,81,0,4.61
Yanam,IN,16.7333,82.2167,79.0,80,100,5.93
Ayagoz,KZ,47.9714,80.4392,47.98,71,68,0.85
Kaitong,CN,44.8135,123.15,72.52,44,0,1.72
Dembī Dolo,ET,8.5333,34.8,57.38,93,95,4.36
Nanortalik,GL,60.1432,-45.2371,42.8,91,62,4.05
Paris,FR,48.8534,2.3488,58.21,90,90,3.0
Shugurovo,RU,54.5083,52.1326,68.07,83,30,4.0
Cidreira,BR,-30.1811,-50.2056,60.58,90,13,9.64
Thompson,CA,55.7435,-97.8558,69.96,30,75,9.22
Luganville,VU,-15.5333,167.1667,78.57,80,53,10.0
Egvekinot,RU,66.3167,-179.1667,47.39,54,100,5.99
Nouadhibou,MR,20.931,-17.0347,71.58,68,0,17.27
Havøysund,NO,70.9963,24.6622,43.68,88,100,14.29
Coahuayana Viejo,MX,18.7333,-103.6833,89.08,78,82,4.45
Port Pirie,AU,-33.1833,138.0167,51.89,84,98,18.68
Touros,BR,-5.1989,-35.4608,76.1,77,27,11.79
Faya,SA,18.3851,42.4509,71.71,13,0,8.57
Artvin Province,TR,41.1667,41.8333,61.88,90,20,0.6
Avarua,CK,-21.2078,-159.775,78.85,65,20,4.61
Porkhov,RU,57.765,29.5561,71.49,89,32,4.97
Cabedelo,BR,-6.9811,-34.8339,75.87,81,6,10.54
Omboué,GA,-1.5746,9.2618,74.61,84,100,6.62
Lata,PT,40.1629,-8.3327,60.82,93,69,1.5
Hammerfest,NO,70.6634,23.6821,43.25,100,75,9.22
Bolton,GB,53.5833,-2.4333,55.06,78,2,2.01
Manakara,MG,-22.1333,48.0167,61.41,91,25,4.29
Xianyang,CN,34.3378,108.7026,78.04,57,0,8.95
Shingū,JP,33.7333,135.9833,73.9,78,100,9.04
Torbay,CA,47.6666,-52.7314,72.37,71,75,11.5
Nhulunbuy,AU,-12.2333,136.7667,81.21,78,75,11.5
Kailua,US,21.4022,-157.7394,87.78,60,20,12.66
Show Low,US,34.2542,-110.0298,92.71,13,1,9.22
Formosa,AR,-26.1775,-58.1781,60.78,94,90,2.3
Tessalit,ML,20.1986,1.0114,95.31,17,38,6.38
Meulaboh,ID,4.1363,96.1285,72.54,94,100,5.32
Barra de Tecoanapa,MX,16.5167,-98.75,85.48,70,94,7.58
San Luis,AR,-33.295,-66.3356,51.13,70,31,9.1
Muros,ES,42.7762,-9.0603,60.24,81,41,12.57
Ranong,TH,9.9658,98.6348,75.13,86,90,12.77
Dali,CN,25.7,100.1833,64.04,93,89,3.0
Lompoc,US,34.6391,-120.4579,78.57,69,1,14.97
Natal,BR,-5.795,-35.2094,75.85,88,20,5.75
Port Hardy,CA,50.6996,-127.4199,60.98,72,75,13.8
Havre-St-Pierre,CA,50.2334,-63.5986,57.56,100,90,3.44
Altay,CN,47.8667,88.1167,50.9,76,96,6.49
Iisalmi,FI,63.5592,27.1907,68.02,96,52,4.56
Smithers,CA,54.7804,-127.1743,73.72,33,20,6.91
Longyearbyen,SJ,78.2186,15.6401,39.04,75,75,10.36
Aragarças,BR,-15.8975,-52.2508,76.57,38,98,0.85
Suntar,RU,62.1444,117.6319,74.82,54,19,3.18
Bocaiúva,BR,-17.1078,-43.815,73.11,45,91,3.29
Lebu,CL,-37.6167,-73.65,56.41,86,100,28.03
Portland,US,45.5234,-122.6762,88.56,47,75,1.01
Yerbogachën,RU,61.2767,108.0108,63.27,75,98,3.18
Jieshi,CN,22.8134,115.8257,79.95,84,100,9.95
Buchanan,LR,5.8808,-10.0467,76.96,81,100,7.49
Bilibino,RU,68.0546,166.4372,66.36,40,82,1.39
Bandarbeyla,SO,9.4942,50.8122,76.84,81,96,24.47
Mahébourg,MU,-20.4081,57.7,77.29,53,40,11.5
Bokoro,TD,12.3807,17.0568,81.3,58,99,9.06
Tūkrah,LY,32.5341,20.5791,82.06,36,0,7.07
Constitución,CL,-35.3333,-72.4167,56.95,83,100,19.89
Say,NE,13.1007,2.3689,86.56,48,18,7.52
Cairns,AU,-16.9167,145.7667,77.07,83,75,10.36
Parakou,BJ,9.3372,2.6303,72.03,95,95,5.12
Petlāwad,IN,23.0,74.8,77.16,80,93,8.86
Mossamedes,AO,-15.1961,12.1522,67.75,88,26,0.98
Nyurba,RU,63.2842,118.3319,75.29,51,51,3.65
Viedma,AR,-40.8135,-62.9967,51.73,72,100,13.4
Dosso,NE,13.049,3.1937,85.08,55,28,7.14
Thinadhoo,MV,0.5333,72.9333,82.29,73,90,9.53
Hope,US,33.6671,-93.5916,85.28,44,0,6.02
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,55,40,2.24
Morehead,US,37.2711,-87.1764,75.11,45,1,5.75
Cabra,ES,37.4725,-4.4421,65.89,63,2,1.61
Surubim,BR,-7.8331,-35.7547,74.82,94,13,5.77
Bundaberg,AU,-24.85,152.35,69.22,73,40,1.99
Tõrva,EE,58.0028,25.935,74.08,86,7,4.81
Marabá,BR,-5.3686,-49.1178,80.78,75,20,5.75
Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,2.3
Salé,MA,34.0389,-6.8166,67.75,88,40,0.0
Torrevieja,ES,37.9787,-0.6822,72.36,77,1,2.53
Guantánamo,CU,20.1444,-75.2092,85.57,78,88,6.42
San Jerónimo,PE,-11.9472,-75.2829,50.9,70,33,6.17
Itupiranga,BR,-5.1347,-49.3267,80.92,78,61,1.66
Daru,PG,-9.0763,143.2092,78.8,89,59,18.48
Teya,RU,60.3778,92.6267,55.27,76,93,2.82
Semirara,PH,12.0697,121.3986,83.05,74,98,8.08
Denpasar,ID,-8.65,115.2167,78.46,94,40,4.61
Naryan-Mar,RU,67.6713,53.087,53.47,59,38,14.45
Nagato,JP,34.3833,131.2,73.31,78,19,7.81
Kalmunai,LK,7.4167,81.8167,78.03,83,100,5.1
Megion,RU,61.0296,76.1136,48.22,73,98,5.35
Waiouru,NZ,-39.4833,175.6667,41.38,69,94,4.21
Xushan,CN,30.1764,121.2457,71.94,72,1,1.74
Izazi,TZ,-7.2,35.7333,65.77,63,87,3.74
La Rioja,ES,42.25,-2.5,53.38,95,100,3.24
Collie,AU,-33.3667,116.15,43.99,82,87,4.88
Panlaitan,PH,12.1191,119.8486,82.83,77,100,7.02
Okhotsk,RU,59.3833,143.3,46.98,85,100,4.23
Pandan,PH,14.0453,124.1694,82.42,77,100,5.55
Aljezur,PT,37.3191,-8.8033,61.27,86,5,14.12
Aquiraz,BR,-3.9014,-38.3911,81.18,77,35,8.88
Taywarah,AF,33.35,64.4167,50.45,22,0,7.07
Batagay,RU,67.6333,134.6333,74.21,29,49,5.17
Pamplona,ES,42.8169,-1.6432,59.52,84,20,6.91
Caravelas,BR,-17.7125,-39.2481,71.28,81,70,5.44
Boralday,KZ,43.3578,76.8594,51.66,66,75,2.24
Leh,IN,34.1667,77.5833,48.22,63,81,4.12
Port Said,EG,31.2565,32.2841,76.98,78,0,5.75
Vanimo,PG,-2.6741,141.3028,80.17,83,24,5.68
Lorengau,PG,-2.0226,147.2712,82.27,79,26,7.11
Pevek,RU,69.7008,170.3133,38.98,74,97,4.16
Nicoya,CR,10.1483,-85.452,80.15,88,84,4.16
Northam,GB,51.0333,-4.2167,55.62,80,15,9.31
Barcelos,PT,41.5388,-8.6151,62.85,86,43,7.38
Orotukan,RU,62.2667,151.7,53.01,70,97,2.68
Beira,MZ,-19.8436,34.8389,66.74,85,7,2.33
Pailón,BO,-17.65,-62.75,69.48,60,40,7.7
Avera,US,33.194,-82.5271,82.06,83,100,7.99
Lüderitz,NA,-26.6481,15.1594,57.52,93,4,9.24
Abu Samrah,SY,35.3029,37.1841,68.52,71,0,7.96
Japura,ID,-0.3167,102.35,72.12,98,84,2.19
Udachny,RU,66.4167,112.4,72.99,51,52,9.84
Harper,LR,4.375,-7.7169,77.18,86,100,7.9
Panabá,MX,21.2833,-88.2667,90.18,52,99,14.09
Zhigansk,RU,66.7697,123.3711,74.89,51,59,3.6
Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,93,90,2.3
Tornio,FI,65.8481,24.1466,51.82,89,70,11.83
Bulawayo,ZW,-20.15,28.5833,49.84,64,15,5.84
Ballina,AU,-28.8667,153.5667,60.98,93,100,8.05
Adamantas,GR,36.7333,24.4333,76.42,77,96,3.49
Saint Paul Harbor,US,57.79,-152.4072,49.51,93,90,11.5
Hirara,JP,24.8,125.2833,79.07,94,75,2.3
Rock Springs,US,41.5875,-109.2029,92.64,14,1,7.0
Verín,ES,41.9415,-7.4381,55.24,87,48,4.99
Tadine,NC,-21.55,167.8833,72.43,60,1,15.7
Marsh Harbour,BS,26.5412,-77.0636,82.42,77,74,15.48
Mundo Nuevo (Ojo de Agua),MX,18.7,-95.5,84.31,77,98,13.67
Dubai,AE,25.2582,55.3047,96.73,30,0,5.75
Heyang,CN,26.1011,107.473,68.85,86,82,2.57
Paamiut,GL,61.994,-49.6678,41.77,94,91,12.64
Kropotkin,RU,45.4375,40.5756,67.77,80,41,1.28
Phan Thiet,VN,10.9333,108.1,77.09,87,73,8.61
Akdepe,TM,42.0551,59.3788,71.69,25,0,9.66
Jalu,LY,29.0331,21.5482,87.76,27,0,4.68
Aykhal,RU,66.0,111.5,70.63,52,59,6.49
Jiuquan,CN,39.7432,98.5174,69.12,47,93,5.1
Altagracia de Orituco,VE,9.8601,-66.3814,73.24,90,73,2.44
Tilichiki,RU,60.4667,166.1,62.13,48,46,4.97
Lipin Bor,RU,60.2622,37.9763,66.02,77,9,5.17
Tongliao,CN,43.6125,122.2653,72.3,42,0,3.06
Pākāla,IN,13.4667,79.1167,82.56,54,100,1.39
Bodden Town,KY,19.2833,-81.25,89.01,55,20,1.99
Acaraú,BR,-2.8856,-40.12,79.41,76,65,15.82
Aksarka,RU,66.5606,67.7975,43.75,64,51,9.8
Fairbanks,US,64.8378,-147.7164,81.61,41,75,4.61
Makakilo City,US,21.3469,-158.0858,86.32,50,75,8.05
Kununurra,AU,-15.7667,128.7333,71.58,88,40,3.44
San Jose,US,37.3394,-121.895,83.53,47,20,4.0
Morondava,MG,-20.2833,44.2833,68.2,66,4,8.28
Yekaterinovka,RU,52.0508,44.3451,69.08,67,1,5.1
Isla Mujeres,MX,21.2311,-86.731,86.16,82,85,11.9
Zatoka,UA,46.0725,30.4654,66.74,84,35,3.67
Macusani,PE,-14.0833,-70.4333,35.94,85,75,5.17
Ternate,ID,0.8,127.4,80.22,80,60,3.0
Saint George,US,37.1041,-113.5841,104.47,10,1,5.99
Seoul,KR,37.5683,126.9778,71.17,64,0,10.36
Naujoji Akmenė,LT,56.3167,22.9,72.21,93,9,5.95
Khovd,MN,48.0056,91.6419,58.89,42,79,8.99
